id;title;description;address;dateFrom;dateTo;city;tag
103;Zgrada Okružnog zdanja;"Po svojoj veličini, dekorativnoj obradi, za ondašnju Srbiju bila je najreprezentativnija i najveća upravna zgrada toga vremena čija je izgradnja dovela do bliskog kontakta sa Evropom.
Nekada se na ovom mestu nalazio konak kneginje Ljubice koji je srušen. Zgrada je izgrađena 1889. godine (za samo godinu dana). Projekat za izgradnju Zdanja je uradio inženjer Miler. Okružna vlast je sakupljala novac od poreza 5 godina kako bi se izgradilo ovo Zdanje impozantnih razmera. Fasada Zdanja je rađena u duhu bečkog akademizma i podsećala je svojim oblikom i pojedinostima na zgrade italijanske renesanse.
Specifičnost zdanja jesu umetnički oslikani saloni kao i umetnički obrađeni delovi opreme enterijera (lusteri, elementi od kovanog gvožđa) posebnim tehnikama. Park , u kome se kao ukras nalazi spomenik knjazu Milošu, datira iz 1894. godine.
Danas ova zgrada predstavlja zgradu Skupštine grada Požarevca, koja krasi centar grada i spada u najlepše primere ondašnjeg graditeljstva. Postala je značajan arhitektonski, graditeljski, istorijski i kulturni spomenik od opšteg interesa za Srbiju.";;;;Požarevac;landmarks
104;Požarevački hipodrom;Požarevački hipodrom je jedan od najstarijih sportskih objekata u Srbiji. Njegova izgradnja započeta je 1892. godine , a prve trke na njemu su održane već naredne godine. Nalazi se na udaljenosti od oko 3 km od centra gradai prostire se na površini od oko 50 ha. Izuzetno je pogodan za organizovanje svih vrsta konjičkih takmičenja.;;;;Požarevac;landmarks
105;Viminacium;"Viminacium je arheološko nalazište u blizini Starog Kostolca, na 12 kilometara od Požarevca. Grad koji je predstavljao i rimski vojni logor nastao je u 1. veku i trajao je do početka 7. veka. Imao je više desetina hiljada stanovnika, dok je logor, oko koga je nastao grad i gde je bilo sedište VII Klaudijeve Legije.
Posebnu draž ovom lokalitetu dalo je otkriće mamuta starog oko milion godina, popularno nazvanog Vika.";;;;Požarevac;landmarks
106;Ergela Ljubičevo;Jednu od najstarijih ergela u Srbiji je 1860. godine osnovao knjaz Miloš Obrenović na imanju „Morava“, pored Velike Morave. Nalazi se na udaljenosti 5 km od grada. Nastala je sa ciljem da se unapredi konjarstvo od najboljih konjskih rasa. Kasnije , njegov sin Mihailo ovom posedu na 300 hektara površine daje ime „Ljubičevo“, po svojoj majci, kneginji Ljubici.U Ljubičevu je podignut Ljubičin konak,;;;;Požarevac;landmarks
107;Mini Avantura park;Park poput ovog ima za cilj da decu još više približi prirodi i fizičkim aktivnostima, kako zbog prirodnih materijala od kojih je napravljen, tako i zbog samog ambijenta u kome je postavljen. Deca mogu da provere fizičku izdržljivost i mentalnu snagu.;;;;Požarevac;landmarks
108;Požarevački mir;"U Carskom šatoru u parku Požarevačkog mira, na brdu Tulba, otvorena je stalna izložbena postavka posvećena evropskom mirovnom kongresu koji je održan u Požarevcu 1718. godine. Mir je potpisan između zaraćenih monarhija: Turske i Habzburške monarhije.
Stalna izložbena postavka, u vidu kostimiranih figura, predstavlja učesnike mirovnog kongresa što će biti zanimljiva atrakcija za turiste, đake i ljubitelje istorije.";;;;Požarevac;landmarks
109;Spomen park Čačalica;"Čačalica je brdo koje se uzdiže iznad grada na 203 m nadmorske visine.
Na njoj je streljano oko 3000 antifašista i civila. Mesto na kome počivaju posmrtni ostaci obeleženo je spomenikom izvedenim u formi zida sa puščanim udubljenjima i simbolima koji obeležavaju streljanje žrtava.
U okviru ovog spomen – parka se nalazi i kosturnica 441 borca Crvene armije koji su pali oktobra 1944. godine na području od Rudne glave do Mladenovca. Na ovom mestu je u njihovu čast zasađena 441 breza, koje su donete iz Rusije.
Republički zavod za zaštitu spomenika kulture je 1973. godine uvrstio Čačalicu u spomenik kulture. Ovaj prostor se proteže na 24 hektara i predstavlja ""pluća"" grada.";;;;Požarevac;landmarks
110;Manastir Rukumija;Manastir Rukumija je srpski  pravoslavni manastir  koji se nalazi, u selu  Bradarac. Crkva je posvećena Sv. Vaznesenju  Gospoda  Isusa Hrista, sazidana je od  kamena  i bila je zasvedena kamenim svodom.;;;;Požarevac;landmarks
111;Manastir Sestroljin;Manastir Sestroljin nalazi se na samom ulazu u selo  Poljana. Crkva posvećena Vaznesenju Hristovom sagrađena je  1893. godine u neposrednoj blizini  kapele  nad  izvorom  lekovite vode po kome ovaj kompleks nosi naziv. Manastirska crkva  je proglašena za  nepokretno kulturno dobro  kao  spomenik kulture.;;;;Požarevac;landmarks
112;Saborna crkva;Crkvu SVETIH ARHANGELA MIHAILA I GAVRILA, koju nazivamo još i Sabornom crkvom, podigao je knjaz Miloš Obrenović 1819. Spada u naše važne spomenike crkvene kulture. Na samom ulazu u crkvu, u sklopu kompleksa, nalazi se velelepni Eparhijski dvor.;;;;Požarevac;landmarks
113;Danubia Park hotel;Hotel Danubia Park je deo Silver Lake Resort-a, čitavog malog sveta zabave i uživanja. Bez obzira da li dolazite na porodični odmor, romantični vikend ili poslovni  skup, idealno je mesto za obnavljanje životne radosti i energije u miru Srebrnog jezera. Hotel poseduje potpuno opremljene konferencijske sale, fitness i spa centar.;;;;Veliko Gradište;accomodations
114;Košarkaški kamp Miloša Teodosića;"U lepom ambijentu Srebrnog jezera, naš proslavljeni košarkaš Miloš Teodosić 2016.godine otvorio je svoj košarkaški kamp. Moderni košarkaški tereni I odlični smeštajni kapaciteti već nekoliko goldina prihvatili su veliki broj mladih nada košarke iz celog sveta.
Program treninga koji je Miloš Teodosić, u saradnji sa timom vrhunskih stručnjaka osmislio, omogućuje svakom polazniku da pruži svoj maksimum. 
Povrh toga – kamp nudi nezaboravno druženje sa nekim od najvećih zvezda košarke, jedinstvenu sportsku opremu, kao i nagrade za najbolje polaznike u raznim kategorijama.";;;;Veliko Gradište;landmarks
115;Mini golf tereni;Za porodičnu ili zabavu u dvoje, mini golf je idealan vid rekreacije koja će vas opustiti, zabaviti ali i podstaći takmičarski duh. Teren za mini golf sadrži 12 polja za igranje.;;;;Veliko Gradište;landmarks
116;Nacionalni veslački centar;U aprilu 2012.godine na Srebrnom jezeru izgradjen je Nacionalni veslački centar, a pripreme veslača održavaju se u jesen i rano proleće. Srebrno jezero ima mirnu površinu vode što ga čini idealnom lokacijom za sva plovila bez motornog pogona. Tokom leta turističku atrakciju čine pedaline, kajaci i čamci koje turisti iznajmljuju na plaži.;;;;Veliko Gradište;landmarks
117;Aqua Club;"Ovaj kompleks bazena sa vodenim atrakcijama za decu i odrasle može da primi preko 1.200 posetilaca. Na površini od 2.500 m2 nalazi se 5 bazena različitih dubina od kojih je jedan namenjen najmlađima (od 0 do 3 godine). Nezaboravnu zabavu pružaju i tobogani koji vode direktno u bazen.
Aqua Club se nalazi u neposrednoj blizini jezera, šetališta i ugostiteljskih objekata i pruža potpuni komfor posetiocima. Sadrži dva šanka sa bogatom ponudom, svlačionice i toalete uključujući i onaj za potrebe osoba sa invaliditetom.";;;;Veliko Gradište;landmarks
118;Silver lake privezište;"Sa mogućnošću prihvata 32 plovila, savremeno opremljeno privezište Silver Lake pruža sve one usluge neophodne za potpuni komfor svojih gostiju:
- snabdevanje strujom
- snabdevanje vodom
- snabdevanje gorivom na upit
- čuvarsku službu
- tuš i toalet (muški/ženski) u okviru marine
- wi-fi konekcija";;;;Veliko Gradište;landmarks
119;Narodni muzej Veliko Gradište;"Narodni muzej Veliko Gradište
Bivši prostor Doma omladine u Velikom Gradištu, inače zgrada zavoda za zaštitu spomenika, od juna meseca 2012.godine oplemenio je Narodni muzej Veliko Gradište. Nalazi se u ulici Kneza Lazara 40. Muzej u Velikom Gradištu je osnovan zahvaljujući pre svega zaostavštini braće Đorđević, gradištanaca, koji su testamentom iz 1978. godine ostavili svu svoju pokretnu i nepokretnu imovinuopštini Veliko Gradište, a samo sa jednim ciljem – osnivanje muzeja.
Zaostavština koja sadrži oko 1500 muzejskih jedinica mogla bi da se podeli u nekoliko segmenata -  numuzmatika,arheologija, gravire, slike, ikone i upotrebni predmeti (građansko društvo sa početka XX veka u Srbiji) kurioziteti (kao što je na primer aluminijumski deo konstrukcije od cepelina ili muzička kutija sa šest srpskih melodija sa početka XX veka).
Nekoliko reči o braći Đorđević. Pavle Đorđević je rođen 4. novembra 1894. godine u Beogradu. Završio je prava i fakultet političkih nauka u Parizu. Bio je konzularni predstavnik u Berlinu, gde je službovao i naš nobelovac Ivo Andrić.
Đorđe Đorđević je rođen 23. jula 1897. godine u Beogradu. Bio je dobrovoljac u XVII puku Dinarske divizije. Kao dobrovoljac je preživeo sve strahote prelaska preko Albanije. U Parizu je završio fakultet političkih nauka. Obilaskom muzeja dobićete potpunu sliku o Velikom Gradištu, uz priču kroz eksponate koji oslikavaju duh prohujalih vremena.";;;;Veliko Gradište;landmarks
120;Biblioteka „Vuk Karadžić“;Biblioteka „Vuk Karadžić“u Velikom Gradištu smeštena je u jednoj od najlepših zgrada u staroj čaršiji. Reč je o zgradi koja je zadužbina Save. Ž. Obradovića i žene mu Kate u kojoj je od 1980. godine bila smeštena apoteka. Pojava prve čitaonice-biblioteke u Velikom Gradištu vezuje se za osnivanje prvog Gradištanskog čitališta 1848. Godine. Na naredni pomen čitaonice nailazimo 1874. godine, gde se u jednom izveštaju knezu Milošu kaže da su u gradištanskoj biblioteci-čitaonici, osnovanoj 1872. godine za vreme bugarske okupacije, spaljene sve srpske knjige. Tridesetih godina prošlog veka postojala je čitaonica Trgovačke omladine. Za vreme drugog svetskog rata Biblioteka nije radila. Nakon oslobođenja 1947. godine Biblioteka je obnovljena i radila je kao Gradska čitaonica, koja se 1967. godine pripaja Narodnom univerzitetu. Od 1995. godine Biblioteka postaje samostalna ustanova.;;;;Veliko Gradište;landmarks
121;Vlastimir Pavlović Carevac;Vlastimir Pavlović Carevac (1895 – 1965) rođen je u selu Carevac u opštini Veliko Gradište, bio je poznati violinista, kompozitor i dirigent. Radio je na očuvanju Srpske muzičke baštine a zahvaljujući njemu sačuvane su mnoge narodne melodije. Najpoznatije delo Vlastimira Pavlovića Carevca je Svilen konac. Osnovao je i rukovodio Narodnim orkestrom Radio Beograda. Bista Vlastimira Pavlovića Carevca nalazi se u gradskom parku u Velikom Gradištu. Caru u čast se u opšti Veliko Gradište od 1995.godine održava festival “Carevčevi dani” koji u osnovi ima takmičenje violinista.;;;;Veliko Gradište;landmarks
122;Dunav;"Dunav je jedan od najvećih potencijala turističke ponude u opštini Veliko Gradište. Na njegovim obalama nalazi se Srebrno jezero , ušće Peka, kulturno istorijski spomenik srednjovekovna tvrđava Ram, grad Veliko Gradište privredni i kulturni centar opštine. Takođe na njegovoj obali održava se veliki broj uspešnih manifestacija kulturnog leta, od kojih je jedna od najznačajnijih Alaske večeri, manifestacija sa najdužom tradicijom, koja godinama veliča našu najlepšu reku Dunav.
Dunav u opštini Veliko Gradište u dužini od 19,5 kilometara čini prirodnu granicu sa susednom Rumunijom.  Veliko Gradište na Dunavu ima pristanište za sve strane brodove koji dolaze iz Beča na putu za Crno more i obrnuto a na pristaništu se nalazi i tanker za gorivo.
Kod Velikog Gradišta u Dunav se uliva zlatonosna reka Pek . U delu svog toka kroz Gradište, Dunav dostiže širinu i do 2.000 metara i sa pravom nosi epitet ,,Dunavskog mora”.
Od Srebrnog jezera pored Dunava do Velikog Gradišta i dalje do ušća Pek zbog postojećeg odbrambenog nasipa,takođe je i lepo šetalište. Zbog podizanja nivoa Dunava, izgradnjom hidroelektrane Đerdap, na ušću Peka formirao se zaliv koji je ubrzo postao stanište različitih vrsta ptica.
Reka dalje prolazi pored Golubačke tvrđave na ulasku u Đerdapsku klisuru. 
Dunav, Evropsku vodenu magistralu, prate dve biciklističke staze Evrovelo 6 i Evrovelo 13.";;;;Veliko Gradište;landmarks
123;Pek;"Pek izvire u podnožju Crnog Vrha, a uliva se u Dunav kod Velikog Gradišta. Pek teče kroz Homolje, Zvižd i Braničevo.
Pek je zlatonosna reka, pa je poznat i kao Zlatni Pek.Osim zlata, u Peku naravno ima i ribe. Među brojnim vrstama dominiraju skobalj i klen.
Izletište Jaz, kod Velikog Gradišta, nalazi se na kilometar uzvodno od ušća Peka u Dunav. Uređeno je za potrebe kupača.
Izgradnjom hidroelektrane ”Đerdap,, i podizanjem nivoa Dunava, na ušću Peka formirao se manji zaliv koji je ubrzo postao stanište za mnoge ptičje vrste, a naročito za ptice selice, koje imaju svoju adu u blizini Gradišta, kod sela Ram.
One dolaze s jeseni, iz pravca srednje i severne Evrope, ali i severozapadne Azije, tako da im je najveća koncentracija tokom januara.
";;;;Veliko Gradište;landmarks
124;Srebrno jezero;"Srebrno jezero jedno je od najpoznatijih izletišta u Srbiji. Jezero je zapravo rečni rukavac Dunava, koji je 1971. godine pregrađen nasipom u gornjem toku, tako se priobalje ramskog rita zaštitilo od podzemnih voda. Jezero se nalazi u opštini Veliko Gradište (2,5km je udaljeno od grada) i ima izuzetno dobar turistički položaj, jer je na raskršcu bitnih putnih pravaca i u blizini je privredno razvijenih gradova (udaljenost do Beograda 120km, do Požarevca 34km, do Smedereva 60km).
Ono ima površinu od 4,5 kilometra kvadratnih,  dugo je 14km, duboko 7-14m (najdublja tačka je takozvana Glava vrbnika dubine 16,5 metara), i široko od 380-450m. Po vrsti jezera pripada grupi veštačkih akumalacionih jezera.
U popodnevnim satima,kada sunce počinje da zalazi iza Karpata, mnoštvo sunčevih zraka čini da jezero ima srebrni odsjaj. Po tome je i dobilo ime Srebrno.  Zahvaljujući snažnim pumpama, u jezeru je nivo vode stalno niži od nivoa Dunava, tako da je stalno obezbeđen dotok sveže vode. Na svom podzemnom putu voda se filtrira kroz brojne peščane dine što omogućava da voda bude besprekorno čista i bistra.
Srebrno jezero je izuzetne lepote i od početka je postalo omiljeno izletište i okosnica turizma u ovom kraju a hladovina bagremove šume i dobra klima, čine da boravak na jezeru ostane za pamćenje.  Različiti smeštajni kapaciteti,  bogata ponuda restorana i različiti sadržaji za sport i rekreaciju svrstavaju Srebrno jezero na sam vrh turističke ponude Srbije.
Srebrno jezero, bogato je ribom i predstavlja pravi raj za pecaroše. Ribolovcima je poznato po ulovljenom šaranu težine 44 kg. U jezeru su zastupljene sve vrste slatkovodne ribe: som, smuđ, šaran, amur, tolstolobik…
Idealno je zabavljenjem nekim od sportova: veslanje, vožnja kajakom, kanuom, pedalinama… U neposrednoj blizini nalazi se teren za mini golf, vaterpolo teren u jezeru, četiri teniska terena a postoji i mogućnost iznajmljivanja bicikli . Vožnja turističkim brodovima i kupanje u Aqua parku predstavljaju posebnu atrakciju. Šetalište na Srebrnom jezeru često se poredi sa nekim šetalištima na obali mora, a uredjene plaže tokom sezone uvek su prepune kupača.";;;;Veliko Gradište;landmarks
125;Brdo Gorica;"Nalazi se u blizini sela Zatonja na nadmorskoj visini od 282m. Ovo mesto obiluje vrlo interesantnim prirodnim odlikama. Blizina Dunava koji je presekao Karpate i otvorio prostor od Panonske nizije do Mediterana, kao i visina ovog brda (Ram koji je u neposrednoj blizini je na nadmorskoj visini od 69 do 130m) uslovili su česte i snažne vetrove koji se često smenjuju, a od kojih su najpoznatiji Košava i Severac poznat i kao Gornjak. Ovakvo strujanje vetrova stvorilo je idealne uslove za neke ekstremne sportove, kao što je paraglajding. Zaljubljenike u ovaj sport najčešće možemo sresti u proleće i jesen kada su vetrovi najsnažniji. Paraglajderi dolaze sami ili u grupama i medjusobno preporučuju ovo mesto, sa  kako kažu „fantastičnim vetrom za njihova krila“. Ovo mesto je pogodno za kampovanje pa je poznato izletište u opštini Veliko Gradište, a u podnožju Gorice nalazi se prirodni izvor „Hajdučka voda“ alasko sastajalište.
U blizini Gorice evidentirani su uslovi za jedrenje i kitesurfling koji su prirodan dar zatonjskog useka, gde temperaturne razlike  i kombinacije lokalnih vetrova stvaraju raj na Dunavu za ovaj vid  sporta.";;;;Veliko Gradište;landmarks
126;Sveti izvor Dačara ;"Dačara, lekoviti izvor posvećen Svetoj Petki Trnovoj, nalazi se u predelu Manastirište, zapadno od sela Biskuplja. Ovaj izvor je jedan od najpoznatijih i najposećenijih u Braničevskom okrugu. Smešten je u vrlo lepom predelu okružen fantastičnom prirodom, a do izvora se dolazi makadamskim putem koji  preseca brdo obraslo gusto borovom šumom.
Po legendi ovde se nekada nalazio manastir u kome je živeo Biskup. Po dolasku Turaka u ove krajeve, kako ne bi prišli ovom svetom mestu, dogodilo se čudo. Veliki zemljotres obrušio je brdo i zatrpao i manastir i Biskupa, po kome je ime dobilo obližnje selo Biskuplje.
Danas se ovde nalazi kapela iz 1989. godine, a pre nje se na ovom mestu nalazila stara kapela koju je sagradio predak Stokića u Biskuplju. Oduvek ovaj izvor bio je posvećen Sveta Petki Trnovoj, a ovde se svake godine, na njen dan, 08. Avgusta organizuje Vašar. Nekada su ljudi dolazili dan ranije, prespavali kraj svetog izvora, i ujutru pre izlaska sunca izlazili na vodu i umivali se. Ovaj izvor je lekovit, potiče iz prahrišćanskih vremena. Sveti izvor, osim velikog broja vernika, posetile su i mnoge poznate ličnosti, među kojima je i njegova svetost Patrijah Pavle, a veliki je broj primera izlečenja od očnih bolesti, ekcema, a voda pomaže i u lečenju psorijaze.";;;;Veliko Gradište;landmarks
127;ZGRADA OPŠTINE;U centralnom delu grada nalazi se zgrada Opštine, ranije Sreskog načelstva sa poštom i telegrafom. Projektovao ju je Milorad Ruvidić. Sagrađena je 1905. godine. Zgrada ima prizemlje i sprat, u središnjem delu je kula. Zgrada Opštine sa crkvom, gimnazijom i bibliotekom čini okosnicu lepo oblikovanog trga. Nekada je na trgu bila vaga gde se merila roba za izvoz u Beč i Peštu, pa se i danas ovaj trg zove „Žitni trg”.;;;;Veliko Gradište;landmarks
128;Zadužbina Zeje Jovanovića “Pigoza” ;Zadužbina Zeje Jovanovića “Pigoza” nalazi se u centru grada (Vojvode Putnika 19) i sadrži atelje, galeriju, muzej I biblioteku. Ova zadužbina posebno je interesantna turistima. Ljubazni domaćin provešće Vas kroz celu zadužbinu, I na najbolji način prezentovati Veliko Gradište.;;;;Veliko Gradište;landmarks
129;Ramska tvrđava;"Na teritoriji opštine Veliko Gradište postoji  jedno srednjevekovno nalazište. Ramska tvrđava, jedno od nekoliko najznačajnijih lokaliteta Regionalnog zavoda za zaštitu spomenika kulture Smederevo.
Na desnoj obali Dunava, na strmoj kamenoj litici, nalaze se zidine srednjevekovnog grada Rama. Tu se danas nalazi malo selo, nekada poznato kao varoš, koje je ime dobilo po istoimenoj tvrđavi oko koje se formiralo i naselje. U istoriografiji najpre se pamti Ramski distrikt, Ramski srez, Ramska knežina. Ima nagoveštaja da je na ovom prostoru bilo praistorijsko naselje (još iz doba Kelta).
Izvesno je da je u Ramu boravio zloglasni Hunski vođa Atila, poznatiji pod nadimkom Bič božiji.
Za Ram su se otimali Ugari, Vizantijci, Turci. Prva legenda o postanku ovog sela vezuje se za osnivače Rima, braću Romula i Rema. Turski izvori ovaj grad nazivali su Ihram Haram.
Priča veli da je turski sultan Bajazit drugi obilazeći svoje vojnike zastao da se odmori na brežuljku sa koga se pružao lep pogled na Dunav, i suprotnu ugarsku stranu. Sedeći tako na prostirci- ihramu (turski naziv za ćilim), kažu da je zaspao. Kada se probudio osećao se kao preporođen. Posle je naredio da se na mestu njegovog ihrama sagradi tvrđava, koja je po ihramu i dobila ime.
Istorijski izvori govore da je današnja tvrđava delo Bajazita drugog. Letopisi su zabeležili da je Bajazit drugi (1430-1512) posle smrti Mehmed Paše,preuzeo vlast i obnovio Ram i Kuleč.
U Turskim izvorima ostao je detaljan opis grada Rama. Ramska tvrđava ima oblik nepravilnog poligona sa četiri ugaone i centralnom Donžon kulom. Preko 30m dugi, debeli zidovi koji povezuju kule dobro su očuvani, dok je unutrašnjost tvrđave razorene za vreme Kočine krajine. Na masivnim zidnim platnima, uočljive su stražarske šetne staze. Kule su joj bile pokrivene šiljatim kupolama.
Tvrđava je bila zidana za odbranu od hladnog i vatrenog oružja. Kule su snabdevene i danas vidljivim otvorima za topove, pa se može reći da je Ram pravo artiljerijsko utvrđenje. Tvrđava je bila opasana dubokim rovom. Ulaz u nju je bio moguć preko pokretnog mosta.
Turski putopisci Evlija Ćelebija,  Hadži Kalfa i dr. daju dosta podataka o Ramu i njegovoj posadi. Izvesno je da je ovde u više navrata boravio i sam Bajazit.
Prema izvorima Ram je razoren 1788.g. zanimljivo je znati da je ove godine, braneći Ramsku tvrđavu od Turaka, u njoj, poginuo i austrijski grof baron fon Loprešti. Sa 23 druga ovaj carski poručnik „Heroj od Rama“ nije se uplašio ni kada je na njega krenulo 1000 Turaka.";;;;Veliko Gradište;landmarks
130;Lederata;"Ostaci Rimskog vojnog logora “Lederata”
Već u prvim godinama po izbijanju Rimskih legija na obale Dunava, zahvaljujući odličnom geostrateškom položaju, Rimljani su u Ramu sagradili vojni logor kastrum, u istoriji poznat kao Lederata. Nije poznato poreklo tog naziva.
Lederata se nalazila 1 km ispod postojećeg srednjovekovnog grada, na kamenitoj peščanoj visoravni. Oko kastruma kasnije se formiralo i naselje.
Hroničari Lederatu spominju kao značajno utvrdenje koje je sagradio car Trajan, a kao veće i snažnije utvrđenje obnovio u 6. veku potonji rimski car Justinijan. Vršena su osmogodišnja istraživanja Zavoda za zaštitu spomenika kulture Smederevo na čelu sa dr Mladenom Cunjakom i dr Aleksandrom Jovanovićem i otkrili su temelje masovnog pravougaonog utvrđenja veličine 240 puta 150 m, koje je kako istorijski izvori navode podigao car Trajan u prvom veku.
Letopisi su zabeležili da je kod Rama car Trajan poveo svoje legionare preko, za tu priliku sagrađenog pontonskog mosta u rat sa Dečanima.
Ova slika je izdvajana kao prva scena na čuvenom Trajanovom stubu u Rimu.";;;;Veliko Gradište;landmarks
131;Info-centar na Srebrnom jezeru;Informativni centar na Srebrnom jezeru radi od maja do septembra. Ljubazno osoblje pružiće Vam sve informacije vezane za turističke potencijale opštine Veliko Gradište. Ovde možete iznajmiti bicikle, pronaći adekvatan smeštaj i kupiti suvenire.;;;;Veliko Gradište;landmarks
132;Зелени Сомбор;;Томе Роксандића 8;;;Sombor;accomodations
133; Илић;;Венац Војводе Радомира Путника 34;;;Sombor;accomodations
134;Анна;;Доситеја Обрадовића 2;;;Svetozar Miletić;accomodations
135;Ергзотика;;Лазе Костића 5;;;Sombor;accomodations
136;Центар 1;;Мите Поповића 4;;;Sombor;accomodations
137; Маја;;Раде Дракулића 2;;;Sombor;accomodations
138;Пентхаус Фестина;;Венац Војводе Радомира Путника 32;;;Sombor;accomodations
139;Машић 2;;Париска 8;;;Sombor;accomodations
140;No.15;;Венац Војводе Радомира Путника 27;;;Sombor;accomodations
141;Amy lea;;Иве Лоле Рибара 8;;;Svetozar Miletić;accomodations
142;Дида Хорњаков Салаш;;Градина 65;;;Sombor;accomodations
143;Royal;;Краља Петра Ι 32;;;Sombor;accomodations
144;Сомбор 19;;Венац Живојина Мишића 19;;;Sombor;accomodations
145;Анна;;Сомборска 1;;;Svetozar Miletić;accomodations
146;Галеа 1;;Венац Војводе Радомира Путника 28;;;Sombor;accomodations
147;Галеа 2;;Венац Војводе Радомира Путника 28;;;Sombor;accomodations
148;Cute & Cosy 1;;Венац Степе Степановића 2;;;Sombor;accomodations
149;Cute & Cosy 2;;Венац Живојина Мишића 22;;;Sombor;accomodations
150;Авенија;;Ваљевска  39;;;Sombor;accomodations
151;Сан;;Браће Миладинов  55;;;Sombor;accomodations
152;Црвене руже;;Доситеја Обрадовића 14;;;Svetozar Miletić;accomodations
153;Цитадела;;Батинска 70;;;Sombor;accomodations
154;Меркур;;Београдска 12;;;Sombor;accomodations
155;Холивуд;;Алексе Шантића 7;;;Sombor;accomodations
156;Војкић 1;;Батинска 8А;;;Sombor;accomodations
157;Војкић 2;;Батинска 8А;;;Sombor;accomodations
158;Сомборски салаши 1;;Читаоничка 14;;;Sombor;accomodations
159;Сомборски салаши 2;;Читаоничка 14;;;Sombor;accomodations
160;Сомборски салаши 3;;Читаоничка 14;;;Sombor;accomodations
161;Талија;;Кнеза Милоша 12;;;Sombor;accomodations
162;Јана;;Раде Кончара 11;;;Sombor;accomodations
163;Тошић;;Војвођанска 15;;;Sombor;accomodations
164;Машић 1;;Париска 8;;;Sombor;accomodations
165;Седам дудова;;Горњи Буковац 47;;;Sombor;accomodations
166;Релић 1;;Мите Поповића 6;;;Sombor;accomodations
167;Релић 2;;Мите Поповића 6;;;Sombor;accomodations
168;Релић 3;;Мите Поповића 6;;;Sombor;accomodations
169;Crkva Usekovanja glave Svetog Jovana Krstitelja u Baljevcu;;;;;Raška;landmarks
170;Manastir Gradac;;;;;Raška;landmarks
171;Manastir Končul;;;;;Raška;landmarks
172;Manastir Stara Pavlica;;;;;Raška;landmarks
173;Manastir Nova Pavlica;;;;;Raška;landmarks
174;Crkva Svetog Nikole u Šumniku;;;;;Raška;landmarks
175;Crkva Svete Petke;;;;;Raška;landmarks
176;Crkva presvete Bogorodice u Jošaničkoj Banji;;;;;Raška;landmarks
177;Saborna crkva Sv. Arhangela Gavrila;;;;;Raška;landmarks
178;Sveti prorok Jeremije;;;;;Raška;landmarks
179;Crkva Presvete Bogorodice u Vlasovu;;;;;Raška;landmarks
180;Crkva Svete Trojice;;;;;Raška;landmarks
181;Crkvište u Piskanji;;;;;Raška;landmarks
182;Hram Svetih Čudotvorca i Besre;;;;;Raška;landmarks
183;Crkva Svetog Ilije;;;;;Raška;landmarks
184;Crkva Svetog Pantelejmona;;;;;Raška;landmarks
185;Crkva Svetog Ilije;;;;;Raška;landmarks
186;Crkva Svetog Save;;;;;Raška;landmarks
187;Hram Svete Trojice;;;;;Raška;landmarks
188;Crkva Svete Petke;;;;;Raška;landmarks
189;Crkva Prepodobne mati Paraskeve u Rudnici;;;;;Raška;landmarks
190;Crkva Mlade Nedelјe;;;;;Raška;landmarks
191;Crkva Svete Petke;;;;;Raška;landmarks
192;Crkva Blage Mare;;;;;Raška;landmarks
193;Crkva Svete Petke u Jarandolu;;;;;Raška;landmarks
194;Crkvište u Pobrđu;;;;;Raška;landmarks
195;Crkva Svetog Evangeliste Marka ;;;;;Raška;landmarks
196;Crkva svete velikomučenice Marine;;;;;Raška;landmarks
197;Crkva Svetog Petra i Pavla;;;;;Raška;landmarks
198;Očna Banja Gradac;;;;;Raška;landmarks
199;Izletište na Jošanici;;;;;Raška;landmarks
200;Spust bez granica;;;;;Raška;landmarks
201;Kadijevac;;;;;Raška;landmarks
202;Đorov most;;;;;Raška;landmarks
203;Izvorak;;;;;Raška;landmarks
204;Ada Bistro;;;;;Raška;landmarks
205;Kameni most;;;;;Raška;landmarks
206;Vodopad Jelovarnik;;;;;Raška;landmarks
207;Kozje stene;;;;;Raška;landmarks
208;Semetesko jezero;;;;;Raška;landmarks
209;Orlove stene;;;;;Raška;landmarks
210;Kuća Kursulića;;;;;Raška;landmarks
211;Metođe;;;;;Raška;landmarks
212;Obelisk;;;;;Raška;landmarks
213;Pančićev mauzolej;;;;;Raška;landmarks
214;Lokalitet Nebeske stolice;;;;;Raška;landmarks
215;Blatno kupatilo;;;;;Raška;landmarks
216;Staro kupatilo;;;;;Raška;landmarks
217;Novo kupatilo;;;;;Raška;landmarks
218;Rodna kuća Patrijarha Germana;;;;;Raška;landmarks
219;Spomenik Milunke Savić;;;;;Raška;landmarks
220;Akva park Draguljica;;;;;Raška;landmarks
221;Jezero u Čomagama;;;;;Raška;landmarks
222;Spomen soba „Raška ratna prestonica Kraljevine Srbije 1915“;;;;;Raška;landmarks
223;Restoran Karavan;;;;;Raška;landmarks
224;Restoran Karavan 123;;;;;Raška;landmarks
225;Etno kuća Čakmara;;;;;Raška;landmarks
226;Etno restoran Dolce Vita;;;;;Raška;landmarks
227;Rodna kuća Milunke Savić;;;;;Raška;landmarks
228;Restoran Anterija;;;;;Raška;landmarks
229;Restoran Velež;;;;;Raška;landmarks
230;Restoran Lužnjanin;;;;;Raška;landmarks
